,Fecha,Estado,Enunciado
2179,09-07-21,no resuelto,correo de chile - nunca me entregaron mis pedidos
2180,08-07-21,resuelto,correos de chile - mucha demora en entrega de paquetes
2181,08-07-21,no resuelto,correos de chile - paquete no entregado
2182,08-07-21,None,correos de chile - robo de pedido internacional
2183,08-07-21,no resuelto,correos de chile - compra por aliexpress
2184,08-07-21,None,correos de chile - información entregada falsa
2185,08-07-21,no resuelto,correos de chile - paquetes no entregados y devueltos
2186,08-07-21,no resuelto,correos de chile - paqueno no entregado
2187,08-07-21,None,correos de chile - enviaron mi pedido a
2188,08-07-21,None,correos chile - mucha demora entrega
2189,08-07-21,None,correos de chile - tiempo de entrega no cumplido
2190,08-07-21,resuelto,correos de chile - envío en transito por casi un mes
2191,08-07-21,None,correos de chile - tiempos de envíos
2192,08-07-21,no resuelto,correos de chile - envíos internacionales
2193,08-07-21,resuelto,correo de chile - pedido aún en despacho
2194,08-07-21,None,correos de chile - paquete internacional aparece recibidoi
2195,07-07-21,no resuelto,correos de chile - paqueteria no entregada
2196,07-07-21,None,correos de chile - local cerrado
2197,07-07-21,no resuelto,correos de chile - retención de paquete
2198,07-07-21,None,correo chile - no entregan envio en fecha correspondiente.
2199,07-07-21,resuelto,correos de chile - no entrega de productos
2200,07-07-21,resuelto,correos de chile - demora en entrega y falta de información
2201,07-07-21,resuelto,correos de chile - no me llega el paquete
2202,07-07-21,resuelto,correos de chile - mi pedido fue entregado a otra persona
2203,07-07-21,no resuelto,"correos de chile - entrega de equipo 6 meses después sin aviso, ya se había vuelto a enviar por otra vía al cliente"
2204,07-07-21,no resuelto,correos chile - no llega el producto
2205,07-07-21,None,correos - en reparto hace 15 días
2206,07-07-21,no resuelto,correos chile - retraso en la entrega
2207,07-07-21,no resuelto,correos de chile - envio en transito mas de un mes
2208,07-07-21,no resuelto,correos de chile - envío de encomienda desde usa por usps
2209,07-07-21,None,correos chile - devolución del paquete
2210,07-07-21,no resuelto,correos de chile - pedido no entregado aún en tránsito
2211,07-07-21,None,correos de chile - no entrega encomiendas
2212,07-07-21,no resuelto,correos de chile - demora en entrega de paquete
2213,07-07-21,no resuelto,correos de chile - paquete. internacion retenido por. 3 meses
2214,06-07-21,None,correos de chile - pedido en transito
2215,06-07-21,no resuelto,correos de chile - paquete figura como entregado y no me ha llegado
2216,06-07-21,no resuelto,correos de chile - demora en entrega paquetes y perdidas
2217,06-07-21,None,correos - no entregan producto
2218,06-07-21,no resuelto,correos de chile - no entrega de paquete
2219,06-07-21,resuelto,correos de chile - paquete en transito 2 semanas
2220,06-07-21,None,correos de chile - pedido que no llegan
2221,06-07-21,no resuelto,correos de chile - envio no entregrado a persona desconocida
2222,06-07-21,None,correos de chile - no entrega de paquete
2223,06-07-21,no resuelto,correos chile - carta en otro destino
2224,06-07-21,no resuelto,correos chile - pedido no llegó
2225,06-07-21,no resuelto,correos chile - demora excesiva de paquetes
2226,06-07-21,no resuelto,correos de chile - envio en internación por casi 2 meses
2227,06-07-21,no resuelto,correos de chile - incumplimiento de contrado y vulneracion de derecho
2228,06-07-21,no resuelto,correos de chile - envío no recepcionado
2229,06-07-21,no resuelto,correos de chile - productos recibido por desconocido
2230,06-07-21,None,correos chile - demora de envios
2231,06-07-21,None,correos de chile - no me entregan mi envio
2232,06-07-21,resuelto,correos de chile - larga espera
2233,06-07-21,resuelto,correos de chile - se ha demorado un mes en la entrega de mis productos
2234,05-07-21,None,correos chile - demora en proceso de internación
2235,05-07-21,resuelto,correos de chile - no ha llegado paquete y se muestra como entregado
2236,05-07-21,no resuelto,correos de chile - abren los envios y cambian los productos
2237,05-07-21,no resuelto,correos de chile - retención en planta de origen
2238,05-07-21,resuelto,correos de chile - pedidos de wish en planta de paquetería cep rm siendo procesado durante 3 semanas
2239,05-07-21,None,correos de chile - envio aun no llega
2240,05-07-21,None,correos de chile - tardanza en entrega de producto
2241,05-07-21,None,correos de chile - paquete no entregado
2242,05-07-21,None,correos chile - mi paquete no llega
2243,05-07-21,no resuelto,correos de chile - paquete pegado hace 2 meses
2244,05-07-21,None,"correos chile - mi pedido lleva pausado como por 6 dias, no se que pasa"
2245,05-07-21,None,correos de chile - bloqueo
2246,05-07-21,resuelto,correos de chile - no recibo paquete
2247,05-07-21,no resuelto,correo chile - retraso de paquetes
2248,05-07-21,resuelto,correos de chile - entrega fallida
2249,05-07-21,None,correos de chile - negligencia
2250,04-07-21,no resuelto,correos de chile - paquete entregado a otra persona
2251,04-07-21,no resuelto,correos de chile - proceso de internación congelado
2252,04-07-21,no resuelto,correos de chile - paquetes retrasados
2253,04-07-21,no resuelto,"correos de chile - devolvieron mi producto a aliexpress , nunca lo trajeron"
2254,04-07-21,no resuelto,correos chile - mi paquete aún no llega
2255,04-07-21,no resuelto,correos de chile - paquetes sin entrega
2256,04-07-21,no resuelto,correos de chile - paquete fue enviado a otra ciudad.
2257,03-07-21,no resuelto,correos de chile - 4 envíos 3 de ellos mas de un mes en transito uno rehusado en sucursal de destino
2258,03-07-21,None,correos chile - demora exagerada
2259,03-07-21,None,correos de chile - paquete nunca llegó a domicilio
2260,03-07-21,None,correos de chile - pedidos no entregados
2261,03-07-21,None,correos de chile - retención de productos que ya están pagados
2262,03-07-21,no resuelto,correoschile - dice envío no entregado
2263,03-07-21,no resuelto,correos chile - envío detenido en aduanas por más de 1 mes
2264,03-07-21,no resuelto,correos de chile - se quedan con los productos
2265,03-07-21,resuelto,correos de chile - paquete sin movimiento por más de un mes
2266,03-07-21,no resuelto,correo de chile - paquete devuelto
2267,02-07-21,resuelto,correos de chile - nunca encuentran direcciones
2268,02-07-21,no resuelto,correos de chile - demora en despachar envío
2269,02-07-21,resuelto,correos de chile - envío en tránsito
2270,02-07-21,no resuelto,correos de chile - paquete sin entrega
2271,02-07-21,no resuelto,correos de chile - envios perdidos sin respuesta
2272,02-07-21,None,correos de chile - envio en reparto desde el 24/06/2021
2273,02-07-21,None,correos de chile - demora excesiva
2274,02-07-21,None,correos de chile - recuperación documentos
2275,01-07-21,None,correo de chile - no quieren atender
2276,01-07-21,None,correos de chile - apropiación indebida de productos en encomienda no entregada
2277,01-07-21,None,correos de chile - no he recibido mis paquetes
2278,01-07-21,no resuelto,correos de chile - demora en distribución
2279,01-07-21,None,correo de chile - no entrega
2280,01-07-21,resuelto,correos de chile - envío no entregado
2281,01-07-21,None,correos chile - paquete no entregado
2282,01-07-21,resuelto,correos de chile - paquete no entregado
2283,01-07-21,None,correos de chile - no llega mi paquete
2284,01-07-21,None,correos de chile - demora
2285,01-07-21,None,correos de chile - extrema lentitud.
2286,01-07-21,None,correos de chile - demora en entrega paquete aliexpress
2287,01-07-21,no resuelto,correos de chile - no llega el envío
2288,01-07-21,no resuelto,correos de chile - no e recibido mi paquete
2289,01-07-21,None,correos de chile - entrega fallida
2290,30-06-21,no resuelto,correos de chile - producto retenido
2291,30-06-21,no resuelto,correos de chile - demora de entrega
2292,30-06-21,no resuelto,correos de chile - personal ineficiente
2293,30-06-21,None,correos chile - no llega mi paquete
2294,30-06-21,None,correos de chile - pedido llego a chile y no me lo han entregado desde diciembre 2020
2295,30-06-21,resuelto,correos de chile - no llega pedido
2296,30-06-21,no resuelto,correos de chile - 9 paquetes internacionales sin entregar
2297,30-06-21,None,correos de chile - paquete detenido
2298,30-06-21,None,correos de chile - demora en entrega y perdida de contenido
2299,30-06-21,no resuelto,correos chile - me devolvieron un paquete a santiago
2300,30-06-21,resuelto,correos de chile - paquete estancado en planta santiago
2301,30-06-21,resuelto,correo de chile - aun no llega mi pedido
2302,30-06-21,None,correos chile - demora
2303,29-06-21,no resuelto,correos de chile - no entrega de pedidos
2304,29-06-21,None,correos de chile - aun no llega mi pedido
2305,29-06-21,no resuelto,correos de chile - paquete en recepción (rescon edi) hace más de una semana
2306,29-06-21,resuelto,correos de chile - envío se encuentra en planta hace casi un mes
2307,29-06-21,None,correos de chile - voy a cumplir un mes de espera y aun no entrega
2308,29-06-21,resuelto,correos de chile - no entregan productos
2309,29-06-21,None,correos de chile - demora en la entrega
2310,29-06-21,resuelto,correos de chile - no llega envio
2311,29-06-21,resuelto,correo de chile - mi paquete lleva un mes en la planta de destino sin cambios
2312,29-06-21,resuelto,correos de chile - envío internacional usps en chile no entregado
2313,29-06-21,no resuelto,correos de chile - paquetes en transito
2314,29-06-21,resuelto,correos de chile - no me entregan el paquete
2315,29-06-21,None,correos de chile - no entrega
2316,29-06-21,None,correos de chile - paquete entregado a otra persona
2317,28-06-21,no resuelto,correos de chile - encomienda que no entregan
2318,28-06-21,no resuelto,correos de chile - paquete entregado a otra persona
2319,28-06-21,None,correos chile - atraso en entrega
2320,28-06-21,no resuelto,correos de chile - encomienda hace 3 meses estancado o extraviado en centro de distribución
2321,28-06-21,None,correos de chile - no ha llegado pedido
2322,28-06-21,None,correos de chile - mi pedido fue entregado y no fue a mi
2323,27-06-21,None,correos de chile - porque nom aparece mi reclamo n° 816464
2324,27-06-21,resuelto,correos de chile - demora en proceso de internación y reparto
2325,27-06-21,resuelto,correos chile - retraso en entrega
2326,27-06-21,None,correos de chile - no entregan producto
2327,27-06-21,no resuelto,correos de chile - paquetes no entregados
2328,27-06-21,no resuelto,correos de chile - envio en rezago
2329,26-06-21,no resuelto,"correos de chile - envío que salió a distribución, nunca a llegado"
2330,26-06-21,None,correos de chile - paquete no sale a reparto
2331,26-06-21,None,corres de chile - paquete en transito
2332,26-06-21,None,correos de chile - no entrgaron producto
2333,26-06-21,resuelto,correos chile - no avanza el estado de mi pedido.
2334,26-06-21,no resuelto,correos de chile - ausencia de un producto
2335,26-06-21,None,correos de chile - paquetes no recibidos
2336,26-06-21,None,correos de chile - entrega de paquete internacional
2337,25-06-21,resuelto,correos chile - simulación de entregas
2338,25-06-21,no resuelto,correos chile - necesito que me lleguen mis paquetes que tengo estancados en el mismo proceso hace ya casi dos meses
2339,25-06-21,None,correo de chile - no entrega
2340,25-06-21,resuelto,correos de chile - ponen una vida en peligro con su poco profesionalismo
2341,25-06-21,no resuelto,correos chile - pedido en estado santiago de chile linehaul llegada: et3651
2342,25-06-21,no resuelto,correos de chile - no entrega de paquete
2343,25-06-21,None,correos de chile - no entrega de producto
2344,25-06-21,None,corros de chile - documentación
2345,25-06-21,None,correos chile - estancado en oficina internacional
2346,25-06-21,no resuelto,correos chile - no llega el producto
2347,25-06-21,no resuelto,correos de chile - no me a llegado mi pedido
2348,25-06-21,no resuelto,correos chile - entrega de paquete
2349,25-06-21,no resuelto,correos de chile - retraso
2350,25-06-21,no resuelto,correos de chile - paquete cruzado
2351,24-06-21,None,correos de chile - demora en liberación tras subir documentos paara pagar impuestos
2352,24-06-21,no resuelto,correo de chile - ratraso
2353,24-06-21,None,"correos de chile - paquete no entregado por según, dirección de despacho incorrecta/insuficiente"
2354,24-06-21,no resuelto,correos de chile - retraso de entrega
2355,24-06-21,no resuelto,correos de chile - no envían paquete
2356,24-06-21,no resuelto,correos de chile - carta certificada aún no es entregada a destinatario
2357,24-06-21,no resuelto,correos de chile - demora en reparto de paquetes
2358,24-06-21,None,correos de chile - espera en los paquetes
2359,24-06-21,resuelto,correos de chile - me enviaron mi carta a otra dirección
2360,24-06-21,resuelto,correos de chile - pedido en transito
2361,24-06-21,None,correos de chile - incumplimiento
2362,24-06-21,None,correos chile - retraso en entrega
2363,24-06-21,resuelto,correos de chile - retraso de envío
2364,24-06-21,no resuelto,correos de chile - no entrega de paquete
2365,24-06-21,no resuelto,correos chile - retraso
2366,24-06-21,None,correos - paquete que no llega
2367,24-06-21,None,correos de chile - llevo esperando mucho por mi pedido
2368,23-06-21,no resuelto,correos de chile - encomienda perdida
2369,23-06-21,resuelto,correos de chile - envío llega a otra ciudad.
2370,23-06-21,no resuelto,correos de chile - irresponsabilidad
2371,23-06-21,no resuelto,correos de chile - el producto llegó a otra dirección
2372,23-06-21,no resuelto,correos de chile - no me entregan mi producto
2373,23-06-21,None,correo de chile - por no entrega de paquete
2374,23-06-21,resuelto,correos de chile - entrega de mi paquete a otra persona
2375,23-06-21,None,correos de chile - sale entregado pero aun no recibo nada
2376,23-06-21,no resuelto,correos de chile - pedido no entregado
2377,23-06-21,None,correos de chile - problema con entrega de envios
2378,23-06-21,no resuelto,correo de chile - más de un mes que no se hace entrega de una encomienda
2379,23-06-21,no resuelto,correos chile - no llega mi entrega siendo q esta en planta.
2380,23-06-21,no resuelto,correos de chile - abandono de paquete
2381,23-06-21,None,correos chile - demora en entrega
2382,23-06-21,None,correos de chile - no entrega los paquetes
2383,23-06-21,None,correos de chile - no entregan los paquetes
2384,23-06-21,no resuelto,correos de chile - mi pedido aparece como “rehusado al momento de la entrega” siendo que nunca lo he recibido
2385,23-06-21,no resuelto,correos de chile - demora en la entrega de encomienda
2386,22-06-21,None,correos de chile - demora entrega pedido aliexpress
2387,22-06-21,no resuelto,correos de chile - valor de la factura no coincide con el pago realizado
2388,22-06-21,None,correo de chile - hace uno mese que me enviaron un paquete de estado unidos y aún dicen que fue debuerto
2389,22-06-21,resuelto,correos de chile - ubicacion y estado pedido
2390,22-06-21,None,correos de chile - retencion de mas de 1 mes de paquete
2391,22-06-21,None,correos de chile
2392,22-06-21,None,correos de chile - retraso en paquete de aliexpress
2393,22-06-21,no resuelto,correos de chile - aun no llega mi paquete
2394,22-06-21,no resuelto,correos de chile - no llegan mis pedidos
2395,22-06-21,None,correos de chile - mis paquetes no llegan
2396,22-06-21,None,correos de chile - encomienda sin movimiento
2397,22-06-21,no resuelto,correos de chile - no tiene movimiento el paquete
2398,21-06-21,no resuelto,correos de chile - held in customs
2399,21-06-21,None,correos de chile - encomienda
2400,21-06-21,no resuelto,correos de chile - no entrega de paquete internacional e imposibilidad de hacer seguimiento por la página web
2401,21-06-21,None,correos de chile - demora en entrega
2402,21-06-21,no resuelto,correos de chile - no entrega de encomienda
2403,21-06-21,None,correos de chile - cartas no son entregadas a sus destinatarios
2404,21-06-21,resuelto,correos de chile - sin información encomienda
2405,21-06-21,no resuelto,correos de chile - no hay mas informacion de un producto
2406,21-06-21,None,correos de chile - retraso de entrega usps
2407,21-06-21,no resuelto,correos de chile - paquete extraviado
2408,20-06-21,None,correos de chile - retraso en entregas
2409,20-06-21,resuelto,correos de chile - bloqueo
2410,20-06-21,None,correos de chile - no entrega
2411,19-06-21,None,correos de chile - problema con encomienda
2412,19-06-21,None,correos de chile - no despachan
2413,19-06-21,resuelto,correos chile - envio no entregado
2414,19-06-21,no resuelto,correos de chile - paquete en internación
2415,19-06-21,no resuelto,correos de chile - atraso entrega de paquete
2416,19-06-21,None,correos de chile - guias extraviadas.
2417,18-06-21,no resuelto,correos de chile - demora entrega encomienda
2418,18-06-21,resuelto,correos chile - producto aparece como entregado y no ha llegado
2419,18-06-21,no resuelto,correos chile - demora de entrega de paquetes
2420,18-06-21,None,"correos chile - no dan información clara, no ayudan."
2421,18-06-21,no resuelto,correos de chile - no han sido capaces de entregar mi paquete
2422,18-06-21,None,correos de chile - demora en la entrega de paquete
2423,18-06-21,resuelto,correos de chile - producto no entregado
2424,18-06-21,None,correos de chile - demora y perdida de paquetes
2425,17-06-21,no resuelto,correos de chile - demora
2426,17-06-21,None,correos de chile - demora en entrega de paquete
2427,17-06-21,resuelto,correos de chile - importacion no entrega y sin avance
2428,17-06-21,resuelto,correos de chile - no llegan los productos
2429,17-06-21,no resuelto,correos de chile - entregas
2430,17-06-21,resuelto,correos de chile - espero recibir un paquete enviado por usps
2431,17-06-21,no resuelto,correos de chile - retraso en envio
2432,17-06-21,None,correos de chile - no aviso de llegada producto
2433,17-06-21,None,correos de chile - santiago airlines or trucks arrived at destination country:arrived in chile in airport|arri||
2434,17-06-21,no resuelto,correos de chile - no me despachan mis pedidos
2435,17-06-21,no resuelto,correos de chile - demora excesiva en la entrega
2436,17-06-21,no resuelto,correos chile - envíos en planta destinos sin entrega en santiago. r
2437,17-06-21,no resuelto,correos de chile - demora en entrega de envios
2438,16-06-21,None,correos de chile - envio llegó a chile hace un mes
2439,16-06-21,no resuelto,correos de chile - envío sin movimiento
2440,16-06-21,no resuelto,correos de chile - mala direccion de envio
2441,16-06-21,None,correos de chile - en planta de destino más de 15 dias
2442,16-06-21,no resuelto,correos de chile - pésima atención del personal
2443,16-06-21,None,correos de chile - demora
2444,16-06-21,no resuelto,correos de chile - no entrega o perdida de mi envio
2445,16-06-21,no resuelto,correos chile - demora excesiva
2446,15-06-21,no resuelto,correos de chile - encontrar mis pedidos de aliexpress
2447,15-06-21,no resuelto,correos de chile - demora en entregar paquete
2448,15-06-21,None,correos chile - tardanza entrega y producto lo tienen en bodega
2449,15-06-21,None,correos chile - demora excesiva mala atención callcenter
2450,15-06-21,None,correos de chile - retraso en entrega
2451,15-06-21,no resuelto,correos de chile - no llega el envío y llega el sobre vacío aún así enviando varios correos nadie responde nada
2452,15-06-21,resuelto,correos de chile - entrega fallida
2453,15-06-21,resuelto,correos de chile - pedido no llega al destinatario tracking de la página con error
2454,15-06-21,None,correos de chile - en tránsito
2455,15-06-21,no resuelto,correos de chile - encomienda a punto de perderse
2456,15-06-21,resuelto,correos chile - destinatario hace reclamo por demora y no se ejecuta o se omite. después de 2 semanas va devuelto a remitente.
2457,14-06-21,no resuelto,correos de chile - envió por postnl internacional llego a chile y aún lo recibo.
2458,14-06-21,no resuelto,correos de chile - llegada al centro de distribución hace 3 meses
2459,14-06-21,no resuelto,correos de chile - demora en entrega
2460,14-06-21,resuelto,correos de chile - correos no hace entrega y miente
2461,14-06-21,no resuelto,"correos de chile - envio no entregado status"" recibido en planta destino"
2462,14-06-21,None,correos de chile - envío internacional estancado en internación
2463,14-06-21,None,correos de chile - repartidor prepotente
2464,14-06-21,no resuelto,correos de chile - carta a los monjes brasileños
2465,14-06-21,no resuelto,"correos de chile - paquete no ha sido entregado, detenido en planta cep santiago hace más de 1 mes"
2466,14-06-21,no resuelto,correos chile - compre un producto y llega otra cosa
2467,14-06-21,None,correos de chile - envio combinado estancado en planta
2468,14-06-21,None,correos de chile - pedidos
2469,13-06-21,resuelto,correos de chile - no entrega de producto
2470,13-06-21,resuelto,correos chile - no entrega compras internacionales
2471,13-06-21,None,correos de chile - envío marca entregado pero nunca llego
2472,13-06-21,no resuelto,correos de chile - atraso en entrega
2473,13-06-21,no resuelto,correos de chile - paquete detenido
2474,13-06-21,resuelto,correos de chile - mi pedido no ha sido recepcionado en el aeropuerto
2475,13-06-21,None,correos chile - perdido
2476,12-06-21,resuelto,correos de chile - dice que no habia nadie en domicilio
2477,12-06-21,resuelto,correos de chile - cartero entrega paquete a otra persona
2478,12-06-21,None,correos chile - sale entregado y no ha llegado nada
2479,11-06-21,no resuelto,correos de chile - direccion de entrega no corresponde
2480,11-06-21,no resuelto,correos chile - no entrega del producto
2481,11-06-21,resuelto,correos de chile - no entrega de producto
2482,11-06-21,resuelto,correos de chile - no recepcionan paquete en aeropuerto
2483,11-06-21,None,correos de chile - perdida de paquetes
2484,11-06-21,resuelto,correos de chile - paquete llego y no sale a reparto
2485,11-06-21,None,correos de chile - hacia la empresa colaboradora mailamericas
2486,11-06-21,no resuelto,correos de chile - retención y no respuesta reclamo
2487,11-06-21,None,correos de chile - dice pedido entregado cdp
2488,11-06-21,no resuelto,correos de chile - atraso de pedidos
2489,10-06-21,None,correos de chile - envio no entregado
2490,10-06-21,None,correos de chile - producto sale entregado y no llegó
2491,10-06-21,None,correos chile - entregas de pedidos es falzo
2492,10-06-21,resuelto,correos de chile - demora en despacho
2493,10-06-21,resuelto,correos de chile - envío robado?
2494,10-06-21,no resuelto,correos chile - demora en proceso de internación
2495,10-06-21,resuelto,correos de chile - el paquete llegó al país pero no pudieron enviarlo a la dirección correcta
2496,10-06-21,no resuelto,"correos de chile - pedido aparece entregado y firmado, y no he recibido nada"
2497,10-06-21,None,correos chile - información falsa de entrega del producto
2498,10-06-21,no resuelto,correos de chile - no entrega
2499,10-06-21,None,correos de chile - envíos no ingresados como recibidos
2500,10-06-21,None,correos de chile - 24 días se muestra en transito mi encomienda.
2501,09-06-21,no resuelto,correos chile - dirección erronea
2502,09-06-21,no resuelto,correos de chile - perdida envio hacia inglaterra
2503,09-06-21,resuelto,correos de chile - documento no ha llegado a destin
2504,09-06-21,None,correos de chile - no pago de servicio servel
2505,09-06-21,no resuelto,correos chile - declaración de ingreso en aduana incorrecta
2506,09-06-21,None,correos de chile - no entrega encomienda
2507,09-06-21,None,correos de chile - mis paquetes no fueron entregados
2508,09-06-21,None,correos de chile - no llegan las conpras
2509,09-06-21,no resuelto,correo de chile - no llega mi pedido
2510,08-06-21,None,correos de chile - mi pedido no llega
2511,08-06-21,None,correos de chile - paquete no recibido desde 22 de marzo 2021
2512,08-06-21,None,correos de chile - paquete en reparto
2513,08-06-21,None,correos de chile - retraso en la entrega
2514,08-06-21,resuelto,"correos de chile - paquete perdido, informacion falsa"
2515,08-06-21,resuelto,"correos de chile chillán - mi paquete aparece como recibo entregado pero no ha llegado nada a mi domicilio, además aparece firma"
2516,08-06-21,None,correos de chile - no entregan producto
2517,08-06-21,resuelto,correos de chile - no llega envío de wish
2518,08-06-21,resuelto,correos chile - devolvieron paquete sin avisar
2519,08-06-21,resuelto,correos de chile - no entrega paquete
2520,08-06-21,resuelto,correos de chile - demora y mala información
2521,08-06-21,no resuelto,correos de chile - retraso de un pedido de que llegaba el 3 de junio hasta el 15 de agosto
2522,07-06-21,None,correos de chile - pedido en reparto hace 2 semanas aun no es entregado
2523,07-06-21,no resuelto,correos de chile - envío de aliexpress no entregado
2524,07-06-21,resuelto,correos de chile - paquetes no llegan
2525,07-06-21,resuelto,correos de chile - envío en reparto
2526,07-06-21,None,correos de chile - compra internacional no entregada
2527,07-06-21,no resuelto,correos de chile - paquete extraviado
2528,07-06-21,no resuelto,correos chile - correspondencia no entregada
2529,07-06-21,None,correo de chile - pedido no entregado
2530,07-06-21,None,correos de chile - no entrega de paquete
2531,07-06-21,no resuelto,correos de chile - no llegan los productos
2532,06-06-21,None,correos de chile - retrazo o no entrega
2533,06-06-21,no resuelto,correos chile - envio en otra ciudad
2534,05-06-21,no resuelto,correos chile - envio no entregado
2535,05-06-21,no resuelto,correos de chile - continua estafa entrega de envios erroneos
2536,05-06-21,resuelto,correos de chile - demora de internacion
2537,04-06-21,no resuelto,correos de chile - envío estancado
2538,04-06-21,None,correos de chile - perdida y extrema demora en entregas
2539,04-06-21,None,correos - envio estancado
2540,04-06-21,no resuelto,correos de chile - demora en entrega
2541,04-06-21,None,correos de chile - sin entrega y ya van casi 3 meses
2542,04-06-21,no resuelto,correos chile - paquete no llega
2543,04-06-21,no resuelto,correos chile - paquete no entregado
2544,04-06-21,no resuelto,"correoschile - robo, usurpación de identidad entrega de información falsa"
2545,04-06-21,resuelto,correos chile - no entrega de mis paquetes
2546,03-06-21,None,correos de chile - confirmación de entrega de paquete sin yo haber recivido el paquete
2547,03-06-21,resuelto,correos de chile - no entregan paquete
2548,03-06-21,None,correos de chile - demora en entrega de envío internacional
2549,03-06-21,no resuelto,correos de chile - producto sin entrega desde planta la serena
2550,03-06-21,None,correos de chile - envios desde el exterior
2551,02-06-21,None,correos chile - encomienda en tránsito hace varios días
2552,02-06-21,resuelto,correos de chile - entregaron mi paquete a otra persona
2553,02-06-21,no resuelto,correos de chile - envio en reparto
2554,02-06-21,no resuelto,correos de chile - retraso en entrega
2555,02-06-21,no resuelto,correos de chile - producto retenido
2556,02-06-21,None,correos chile - envío no pudo ser entregado
2557,02-06-21,no resuelto,correos de chile - envio de mailamericas
2558,02-06-21,None,correos de chile - entrega según ley
2559,01-06-21,resuelto,"correos de chile - ""error"" en entrega"
2560,01-06-21,no resuelto,correo de chile - perdida de documentos
2561,01-06-21,no resuelto,correos chile - producto perdido
2562,01-06-21,None,correos de chile - entrega retrasada
2563,01-06-21,no resuelto,correos de chile - el paquete nunca apareció
2564,01-06-21,no resuelto,correos de chile - paquete no entregado y estado del paquete desconocido.
2565,01-06-21,no resuelto,correos de chile - demora en entrega
2566,01-06-21,None,correos de chile - no entregan producto
2567,01-06-21,no resuelto,correos de chile - productos no llegaron
2568,31-05-21,no resuelto,"correos de chile - encomiendas detenidas con estado ""santiago de chile linehaul llegada:et3651"""
2569,31-05-21,no resuelto,correos de chile - retrasos en la entrega
2570,31-05-21,no resuelto,correos de chile - no entregan los productos
2571,31-05-21,resuelto,correos de chile - envío con demora excesiva
2572,31-05-21,resuelto,correos de chile - demora en la entrega !!!
2573,31-05-21,resuelto,correos de chile - reclamo por robo de articulos
2574,30-05-21,no resuelto,correos de chile - perdida y demora en entrega
2575,30-05-21,None,correos de chile - sin respuesta por paquete
2576,30-05-21,resuelto,correos de chile - no entrega de producto
2577,30-05-21,None,correos de chile - paquete sin movimiento
2578,29-05-21,None,"correos de chile - envío sale como entregado, pero no ha ocurrido así"
2579,29-05-21,None,correos de chile - envío que no quieren entregar
2580,29-05-21,no resuelto,correos chile - paquete retenido en oficina internacional
2581,28-05-21,None,correos de chile - pésima atención
2582,28-05-21,None,correos de chile - no envian paquete no hay respuesta
2583,28-05-21,no resuelto,correos de chile - no procesan paquete que llegó al país hace 10 días
2584,28-05-21,no resuelto,correos de chile - dice que mi envio no se pudo entregar ya que no habia nadie lo cual no es cierto
2585,28-05-21,None,correos de chile - paquete sin movimiento en viña.
2586,28-05-21,None,correos de chile - despacho de producto sin solución
2587,28-05-21,resuelto,"correos de chile - paquete estancado en ""transito""en planta de origen santiago"
2588,28-05-21,resuelto,correos de chile - no envían mi pedido
2589,27-05-21,None,correos de chile - robo de encomienda
2590,27-05-21,None,correos de chile - demora de 9 meses
2591,27-05-21,resuelto,correos de chile - entrega fallida imposibilidad de entregar paquete
2592,27-05-21,None,correos de chile - no llega mi pedido
2593,26-05-21,None,correos de chile - no entrega de productos
2594,26-05-21,resuelto,correos de chile - envío no entregado
2595,26-05-21,no resuelto,correos de chile - no llega mi envío
2596,26-05-21,no resuelto,correos de chile - paquete no aparece
2597,26-05-21,no resuelto,correos de chile - no llega mi pedido
2598,26-05-21,no resuelto,correos de chile - servicio contratado por error de informacion
2599,26-05-21,no resuelto,correos chile - no se han entregado de productos aliexpress
2600,26-05-21,no resuelto,correos de chile - en espera espera espera y siga esperando
2601,26-05-21,resuelto,correo de chile - un mes sin respuesta sobre mi paquete
2602,25-05-21,None,correos de chile - envío no entregado
2603,25-05-21,no resuelto,correo chile - falta de informacion call center correos chile
2604,25-05-21,no resuelto,correos de chile - abren y dañan envío
2605,25-05-21,no resuelto,correos de chile - envíos no entregados
2606,25-05-21,no resuelto,correos de chile - entrega erronea
2607,25-05-21,no resuelto,correos de chile - paquete internacional perdido
2608,25-05-21,None,correos chile - desapareció el número de seguimiento en su sistema.
2609,25-05-21,resuelto,correos de chile - no hay respuesta
2610,25-05-21,no resuelto,correos de chile - pedidos aun no entregados
2611,25-05-21,resuelto,correos de chile - reclamo vencido por demora en proceso de internacion
2612,25-05-21,no resuelto,correos chile - pedidos no entregados
2613,24-05-21,no resuelto,correos de chile - entrega fallida
2614,24-05-21,None,correos de chile - borran número de seguimiento y desaparece producto
2615,24-05-21,no resuelto,correos de chile - solicita devolución
2616,24-05-21,None,correos de chile - troleo magistral por parte de correos de chile y usps.
2617,24-05-21,resuelto,correos de chile - paquete cumplió días hábiles de entrega
2618,24-05-21,None,correos chile - robo de mercancia
2619,24-05-21,resuelto,correos de chile - sin información y retraso en procesos.
2620,24-05-21,None,correos de chile - paquete internacional no entregado
2621,23-05-21,None,tnt - reclamo
2622,23-05-21,None,correos de chile - envío no llega
2623,22-05-21,None,correos de chile - envío no llega
2624,21-05-21,None,correos chile - 9 días de atraso y no me dan solución.
2625,21-05-21,no resuelto,"correos de chile - problema con paquete, enviado por mailamericas"
